#########################################################################################################
# Evolutionary tracks from the Steam Worlds Evolution model (Aguichine+2024)
# 
# Model summary:
# Earth-like core (32.5% iron-sulfur alloy, 67.5% mantle with Earth-like Fe/Si ratio)
# Pure H2O envelope and pure H2O atmosphere connected at P_b = 1000 bar
# 
# Parameters:
# ST: Stellar Type (M or G), for radiative transfer in the atmosphere
# WMF: Water Mass Fraction, between 0.001 and 1
# T_eq: Equilibrium temperature (K), between 500 K and 700 K
# M_p: Planet mass (M_e), between 0.2 M_E and 20.0 M_E
# Age: Host star age (Gyr), between 0.01 Gyr and 20 Gyr, assuming the planet formed at t_0 = 10 Myr (can be adjusted)
# 
# Model outputs:
# R_p: Planet radius (R_E) at 20 mbar
# R_b: Planet radius (R_E) at 1000 bar
# T_b: Temperature (K) at 1000 bar)
# T_int: Intrinsic temperature (K), nominal values are between 10 K and 400 K
# s_env: Specific entropy of H2O in the envelope (in J/K/kg)
# 
# Sources of energy for the cooling, expressed as luminosities (in W):
# L_env: energy from the H2O envelope (thermal + gravitational)
# L_rad: radiogenic heat produced in the core
# L_core: thermal energy of the core
# L_grav: gravitational energy of the core
# 
# By construction:
# L_env + L_rad + L_core + L_grav = (4 * Pi * R_p**2) * (sigma_SB * T_int**4)
# 
# NB: The last line of each track represents an estimate of the time until "full exhaustion".
#########################################################################################################


#ST    WMF    T_eq          M_p       Age       R_p       R_b       T_b     T_int           s_env         L_env         L_rad        L_core        L_grav
G   0.7000   700.0   3.66596142    0.0500   2.26989   2.13318   2563.07    166.70   2.8982571e+00   9.09343e+16   2.89104e+14   2.55963e+15   9.55249e+15
G   0.7000   700.0   3.66596142    0.1000   2.24784   2.11383   2357.86    129.41   2.9061733e+00   3.23651e+16   2.81526e+14   9.11015e+14   3.39989e+15
G   0.7000   700.0   3.66596142    0.2000   2.23188   2.09968   2209.17    100.01   2.9120031e+00   1.13426e+16   2.66982e+14   3.19271e+14   1.19152e+15
G   0.7000   700.0   3.66596142    0.5000   2.21981   2.08895   2093.58     64.74   2.9164600e+00   1.95215e+15   2.28791e+14   5.49492e+13   2.05070e+14
G   0.7000   700.0   3.66596142    1.0000   2.21702   2.08647   2064.16     40.27   2.9174842e+00   3.06375e+14   1.83220e+14   8.62387e+12   3.21842e+13
G   0.7000   700.0   3.66596142    2.0000   2.21686   2.08633   2061.90     35.74   2.9175434e+00   1.93609e+14   1.76097e+14   5.44973e+12   2.03383e+13
G   0.7000   700.0   3.66596142    5.0000   2.21683   2.08630   2061.21     31.45   2.9175545e+00   1.61341e+14   1.74241e+14   4.54144e+12   1.69486e+13
G   0.7000   700.0   3.66596142   10.0000   2.21678   2.08626   2060.06     24.30   2.9175730e+00   1.07561e+14   1.71148e+14   3.02763e+12   1.12991e+13
G   0.7000   700.0   3.66596142   20.0000   2.21668   2.08616   2057.75     10.00   2.9176100e+00   3.88294e+06   1.64962e+14   1.09297e+05   4.07896e+05
G   0.7000   700.0   3.66596142  1.25e+04   2.13878   2.00827   2059.15      0.00   2.9176100e+00   0.00000e+00   3.49015e+09   0.00000e+00   0.00000e+00

G   0.7000   700.0   4.67144294    0.0100   2.68833   2.51447   6563.86    963.09   2.8606800e+00   0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00
G   0.7000   700.0   4.67144294    0.0101   2.62859   2.46750   5592.43    774.08   2.8770584e+00   5.64464e+19   3.76328e+14   1.58118e+18   5.88067e+18
G   0.7000   700.0   4.67144294    0.0105   2.55120   2.40525   4522.73    563.93   2.8992562e+00   1.51167e+19   3.76246e+14   4.23448e+17   1.57488e+18
G   0.7000   700.0   4.67144294    0.0110   2.51628   2.37599   4093.39    478.72   2.9098876e+00   7.66419e+18   3.76146e+14   2.14689e+17   7.98466e+17
G   0.7000   700.0   4.67144294    0.0120   2.48183   2.34681   3706.95    401.59   2.9206189e+00   3.70449e+18   3.75945e+14   1.03770e+17   3.85940e+17
G   0.7000   700.0   4.67144294    0.0150   2.43920   2.31043   3276.99    315.19   2.9341902e+00   1.36372e+18   3.75343e+14   3.82005e+16   1.42074e+17
G   0.7000   700.0   4.67144294    0.0200   2.40984   2.28522   3008.45    260.86   2.9437165e+00   6.26472e+17   3.74344e+14   1.75488e+16   6.52668e+16
G   0.7000   700.0   4.67144294    0.0300   2.38324   2.26226   2782.17    214.82   2.9524898e+00   2.82621e+17   3.72355e+14   7.91678e+15   2.94439e+16
G   0.7000   700.0   4.67144294    0.0500   2.36043   2.24220   2567.74    173.34   2.9602272e+00   1.17562e+17   3.68398e+14   3.29314e+15   1.22478e+16
G   0.7000   700.0   4.67144294    0.1000   2.33918   2.22331   2362.67    134.53   2.9675751e+00   4.18636e+16   3.58742e+14   1.17268e+15   4.36141e+15
G   0.7000   700.0   4.67144294    0.2000   2.32401   2.20978   2203.17    101.68   2.9728748e+00   1.34294e+16   3.40162e+14   3.76185e+14   1.39910e+15
G   0.7000   700.0   4.67144294    0.5000   2.31269   2.19966   2098.91     68.57   2.9768636e+00   2.72554e+15   2.91046e+14   7.63479e+13   2.83951e+14
G   0.7000   700.0   4.67144294    1.0000   2.31002   2.19728   2068.73     44.70   2.9778055e+00   5.03501e+14   2.36135e+14   1.41041e+13   5.24554e+13
G   0.7000   700.0   4.67144294    2.0000   2.30938   2.19671   2063.05     32.22   2.9780317e+00   3.45763e+13   1.45037e+14   9.68552e+11   3.60221e+12
G   0.7000   700.0   4.67144294    5.0000   2.30931   2.19665   2062.29     29.55   2.9780500e+00   1.24810e+13   9.70729e+13   3.49617e+11   1.30029e+12
G   0.7000   700.0   4.67144294   10.0000   2.30931   2.19665   2062.26     29.34   2.9780500e+00   8.32065e+12   9.60238e+13   2.33078e+11   8.66857e+11
G   0.7000   700.0   4.67144294   20.0000   2.30931   2.19665   2062.21     28.90   2.9780500e+00   3.03704e+05   9.39257e+13   8.50735e+03   3.16403e+04
G   0.7000   700.0   4.67144294  1.59e+04   2.22876   2.11609   2062.20      0.00   2.9780500e+00   0.00000e+00   4.44741e+09   0.00000e+00   0.00000e+00

G   0.7000   700.0   5.95270288    0.0100   2.76529   2.61930   6563.86    995.97   2.9304600e+00   0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00
G   0.7000   700.0   5.95270288    0.0101   2.71663   2.57934   5695.50    821.26   2.9438187e+00   7.59676e+19   4.79545e+14   2.09904e+18   1.04070e+19
G   0.7000   700.0   5.95270288    0.0105   2.64830   2.52218   4649.20    609.00   2.9632868e+00   2.19763e+19   4.79442e+14   6.07221e+17   3.01058e+18
G   0.7000   700.0   5.95270288    0.0110   2.61489   2.49385   4204.30    518.04   2.9731029e+00   1.12537e+19   4.79314e+14   3.10948e+17   1.54167e+18
G   0.7000   700.0   5.95270288    0.0120   2.58164   2.46541   3801.58    435.26   2.9830587e+00   5.48333e+18   4.79057e+14   1.51508e+17   7.51175e+17
G   0.7000   700.0   5.95270288    0.0150   2.54030   2.42979   3352.34    342.32   2.9957003e+00   2.03954e+18   4.78291e+14   5.63539e+16   2.79401e+17
G   0.7000   700.0   5.95270288    0.0200   2.51183   2.40484   3069.86    283.47   3.0046632e+00   9.40151e+17   4.77015e+14   2.59771e+16   1.28794e+17
G   0.7000   700.0   5.95270288    0.0300   2.48623   2.38209   2832.16    233.65   3.0129199e+00   4.26142e+17   4.74480e+14   1.17746e+16   5.83782e+16
G   0.7000   700.0   5.95270288    0.0500   2.46350   2.36173   2623.19    190.35   3.0203724e+00   1.84419e+17   4.69430e+14   5.09561e+15   2.52639e+16
G   0.7000   700.0   5.95270288    0.1000   2.44248   2.34251   2401.55    146.63   3.0274736e+00   6.38080e+16   4.57121e+14   1.76306e+15   8.74120e+15
G   0.7000   700.0   5.95270288    0.2000   2.42709   2.32844   2243.58    114.54   3.0327090e+00   2.34139e+16   4.33399e+14   6.46943e+14   3.20752e+15
G   0.7000   700.0   5.95270288    0.5000   2.41490   2.31725   2109.72     74.97   3.0368924e+00   4.21905e+15   3.71760e+14   1.16575e+14   5.77978e+14
G   0.7000   700.0   5.95270288    1.0000   2.41118   2.31383   2074.36     50.97   3.0381746e+00   8.96694e+14   2.92348e+14   2.47763e+13   1.22840e+14
G   0.7000   700.0   5.95270288    2.0000   2.41054   2.31324   2067.84     39.49   3.0384003e+00   3.80453e+14   2.51482e+14   1.05122e+13   5.21192e+13
G   0.7000   700.0   5.95270288    5.0000   2.41053   2.31323   2067.14     34.58   3.0384019e+00   3.17045e+14   2.47478e+14   8.76017e+12   4.34327e+13
G   0.7000   700.0   5.95270288   10.0000   2.41053   2.31323   2065.99     26.39   3.0384046e+00   2.11363e+14   2.40803e+14   5.84011e+12   2.89551e+13
G   0.7000   700.0   5.95270288   20.0000   2.41051   2.31321   2063.67     10.01   3.0384100e+00   7.60907e+06   2.27455e+14   2.10244e+05   1.04238e+06
G   0.7000   700.0   5.95270288  2.02e+04   2.32634   2.22904   2064.85      0.00   3.0384100e+00   0.00000e+00   5.66722e+09   0.00000e+00   0.00000e+00

G   0.7000   700.0   7.58538038    0.0100   2.85231   2.73027   6563.86   1029.88   2.9996900e+00   0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00
G   0.7000   700.0   7.58538038    0.0101   2.80862   2.69306   5716.41    853.52   3.0116088e+00   9.57993e+19   6.11073e+14   2.72237e+18   1.39915e+19
G   0.7000   700.0   7.58538038    0.0105   2.74489   2.63789   4657.19    631.42   3.0295886e+00   2.75451e+19   6.10940e+14   7.82761e+17   4.02296e+18
G   0.7000   700.0   7.58538038    0.0110   2.71394   2.61079   4211.33    537.25   3.0385588e+00   1.41464e+19   6.10778e+14   4.02004e+17   2.06608e+18
G   0.7000   700.0   7.58538038    0.0120   2.68301   2.58351   3806.52    451.33   3.0476791e+00   6.90249e+18   6.10451e+14   1.96151e+17   1.00811e+18
G   0.7000   700.0   7.58538038    0.0150   2.64440   2.54925   3354.08    354.73   3.0592762e+00   2.56685e+18   6.09473e+14   7.29434e+16   3.74889e+17
G   0.7000   700.0   7.58538038    0.0200   2.61754   2.52528   3070.13    293.74   3.0674793e+00   1.18532e+18   6.07848e+14   3.36837e+16   1.73116e+17
G   0.7000   700.0   7.58538038    0.0300   2.59309   2.50339   2830.91    242.11   3.0750449e+00   5.38049e+17   6.04618e+14   1.52900e+16   7.85821e+16
G   0.7000   700.0   7.58538038    0.0500   2.57120   2.48372   2628.70    198.35   3.0818999e+00   2.38547e+17   5.98190e+14   6.77891e+15   3.48398e+16
G   0.7000   700.0   7.58538038    0.1000   2.55071   2.46489   2405.09    152.25   3.0885042e+00   8.14494e+16   5.82499e+14   2.31458e+15   1.18957e+16
G   0.7000   700.0   7.58538038    0.2000   2.53578   2.45118   2251.88    120.40   3.0933493e+00   3.13468e+16   5.52448e+14   8.90795e+14   4.57819e+15
G   0.7000   700.0   7.58538038    0.5000   2.52319   2.43956   2120.39     81.75   3.0974781e+00   6.55126e+15   4.73063e+14   1.86170e+14   9.56811e+14
G   0.7000   700.0   7.58538038    1.0000   2.51979   2.43642   2073.82     48.33   3.0985927e+00   7.95123e+14   3.71666e+14   2.25954e+13   1.16128e+14
G   0.7000   700.0   7.58538038    2.0000   2.51905   2.43575   2068.42     33.98   3.0988394e+00   1.55366e+14   2.47102e+14   4.41510e+12   2.26911e+13
G   0.7000   700.0   7.58538038    5.0000   2.51887   2.43558   2067.71     28.83   3.0988987e+00   9.81618e+13   2.28905e+14   2.78951e+12   1.43365e+13
G   0.7000   700.0   7.58538038   10.0000   2.51861   2.43534   2067.25     22.55   3.0989825e+00   6.54412e+13   2.18688e+14   1.85967e+12   9.55768e+12
G   0.7000   700.0   7.58538038   20.0000   2.51810   2.43487   2066.32      9.99   3.0991500e+00   2.36243e+06   1.98254e+14   6.71341e+04   3.45032e+05
G   0.7000   700.0   7.58538038  2.58e+04   2.43098   2.34775   2067.50      0.00   3.0991500e+00   0.00000e+00   7.22160e+09   0.00000e+00   0.00000e+00

G   0.7000   700.0   9.66586048    0.0100   2.95448   2.85061   6563.86   1063.79   3.0674900e+00   0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00
G   0.7000   700.0   9.66586048    0.0101   2.91266   2.81450   5716.41    881.80   3.0785589e+00   1.21834e+20   7.78674e+14   3.44346e+18   1.47247e+19
G   0.7000   700.0   9.66586048    0.0105   2.85205   2.76142   4665.33    654.46   3.0950974e+00   3.56041e+19   7.78505e+14   1.00630e+18   4.30306e+18
G   0.7000   700.0   9.66586048    0.0110   2.82251   2.73512   4218.45    557.09   3.1034133e+00   1.83458e+19   7.78298e+14   5.18517e+17   2.21725e+18
G   0.7000   700.0   9.66586048    0.0120   2.79313   2.70854   3811.46    467.95   3.1118932e+00   8.96050e+18   7.77881e+14   2.53255e+17   1.08295e+18
G   0.7000   700.0   9.66586048    0.0150   2.75642   2.67516   3356.69    367.79   3.1226646e+00   3.33806e+18   7.76635e+14   9.43454e+16   4.03434e+17
G   0.7000   700.0   9.66586048    0.0200   2.73085   2.65179   3071.24    304.56   3.1302810e+00   1.54368e+18   7.74565e+14   4.36299e+16   1.86567e+17
G   0.7000   700.0   9.66586048    0.0300   2.70752   2.63042   2830.49    250.99   3.1373149e+00   7.01167e+17   7.70450e+14   1.98174e+16   8.47420e+16
G   0.7000   700.0   9.66586048    0.0500   2.68659   2.61119   2628.53    205.84   3.1436904e+00   3.12800e+17   7.62293e+14   8.84084e+15   3.78046e+16
G   0.7000   700.0   9.66586048    0.1000   2.66674   2.59263   2406.17    157.51   3.1498800e+00   1.05537e+17   7.42260e+14   2.98284e+15   1.27550e+16
G   0.7000   700.0   9.66586048    0.2000   2.65265   2.57942   2252.91    124.11   3.1543170e+00   4.00408e+16   7.03982e+14   1.13169e+15   4.83928e+15
G   0.7000   700.0   9.66586048    0.5000   2.64068   2.56817   2122.98     84.68   3.1581157e+00   8.58420e+15   6.04641e+14   2.42620e+14   1.03747e+15
G   0.7000   700.0   9.66586048    1.0000   2.63710   2.56480   2077.62     51.09   3.1592581e+00   1.22008e+15   4.70790e+14   3.44836e+13   1.47457e+14
G   0.7000   700.0   9.66586048    2.0000   2.63692   2.56463   2073.62     42.85   3.1593147e+00   6.44537e+14   4.52130e+14   1.82169e+13   7.78979e+13
G   0.7000   700.0   9.66586048    5.0000   2.63667   2.56439   2072.84     37.37   3.1593940e+00   5.37114e+14   4.50236e+14   1.51807e+13   6.49149e+13
G   0.7000   700.0   9.66586048   10.0000   2.63625   2.56400   2071.55     28.25   3.1595260e+00   3.58076e+14   4.47077e+14   1.01205e+13   4.32766e+13
G   0.7000   700.0   9.66586048   20.0000   2.63542   2.56322   2068.96     10.00   3.1597900e+00   1.28549e+07   4.40761e+14   3.63326e+05   1.55363e+06
G   0.7000   700.0   9.66586048  3.34e+04   2.54345   2.47124   2070.16      0.00   3.1597900e+00   0.00000e+00   9.20230e+09   0.00000e+00   0.00000e+00

G   0.7000   700.0  12.31696422    0.0100   3.06515   2.97737   6563.86   1099.00   3.1349600e+00   0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00
G   0.7000   700.0  12.31696422    0.0101   3.02992   2.94611   5801.00    929.80   3.1441291e+00   1.58432e+20   9.92245e+14   4.41170e+18   2.67769e+19
G   0.7000   700.0  12.31696422    0.0105   2.97437   2.89625   4763.64    698.27   3.1589576e+00   4.87230e+19   9.92030e+14   1.35674e+18   8.23476e+18
G   0.7000   700.0  12.31696422    0.0110   2.94652   2.87103   4311.88    596.80   3.1665490e+00   2.55569e+19   9.91768e+14   7.11655e+17   4.31941e+18
G   0.7000   700.0  12.31696422    0.0120   2.91798   2.84505   3891.83    502.04   3.1744493e+00   1.25730e+19   9.91235e+14   3.50106e+17   2.12498e+18
G   0.7000   700.0  12.31696422    0.0150   2.88207   2.81218   3420.15    395.07   3.1845413e+00   4.71420e+18   9.89647e+14   1.31271e+17   7.96755e+17
G   0.7000   700.0  12.31696422    0.0200   2.85695   2.78908   3123.71    327.48   3.1917052e+00   2.19083e+18   9.87012e+14   6.10057e+16   3.70276e+17
G   0.7000   700.0  12.31696422    0.0300   2.83388   2.76782   2872.85    270.01   3.1983539e+00   9.98091e+17   9.81762e+14   2.77928e+16   1.68689e+17
G   0.7000   700.0  12.31696422    0.0500   2.81331   2.74865   2662.43    221.58   3.2043922e+00   4.46631e+17   9.71361e+14   1.24369e+16   7.54859e+16
G   0.7000   700.0  12.31696422    0.1000   2.79297   2.72943   2443.93    171.53   3.2104843e+00   1.58090e+17   9.45822e+14   4.40217e+15   2.67191e+16
G   0.7000   700.0  12.31696422    0.2000   2.77849   2.71563   2283.92    134.91   3.2148878e+00   5.96400e+16   8.97029e+14   1.66073e+15   1.00799e+16
G   0.7000   700.0  12.31696422    0.5000   2.76563   2.70338   2137.29     93.21   3.2188083e+00   1.34250e+16   7.66893e+14   3.73830e+14   2.26898e+15
G   0.7000   700.0  12.31696422    1.0000   2.76150   2.69943   2083.36     58.29   3.2200786e+00   2.13831e+15   5.99349e+14   5.95431e+13   3.61399e+14
G   0.7000   700.0  12.31696422    2.0000   2.76065   2.69862   2073.85     38.98   3.2203425e+00   3.13236e+14   4.13337e+14   8.72235e+12   5.29406e+13
G   0.7000   700.0  12.31696422    5.0000   2.76044   2.69842   2073.45     34.15   3.2204087e+00   2.61030e+14   4.04341e+14   7.26862e+12   4.41172e+13
G   0.7000   700.0  12.31696422   10.0000   2.76008   2.69807   2072.79     26.11   3.2205191e+00   1.74020e+14   3.89347e+14   4.84575e+12   2.94114e+13
G   0.7000   700.0  12.31696422   20.0000   2.75936   2.69739   2071.47     10.01   3.2207400e+00   6.26472e+06   3.59360e+14   1.74447e+05   1.05881e+06
G   0.7000   700.0  12.31696422  4.33e+04   2.66195   2.59997   2072.48      0.00   3.2207400e+00   0.00000e+00   1.17263e+10   0.00000e+00   0.00000e+00

G   0.7000   700.0  15.69519941    0.0100   3.18630   3.11249   6563.86   1135.36   3.2016700e+00   0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00
G   0.7000   700.0  15.69519941    0.0101   3.15555   3.08455   5865.50    975.41   3.2095092e+00   2.06894e+20   1.26439e+15   5.86552e+18   3.89769e+19
G   0.7000   700.0  15.69519941    0.0105   3.10341   3.03675   4839.07    739.00   3.2230740e+00   6.60992e+19   1.26412e+15   1.87394e+18   1.24525e+19
G   0.7000   700.0  15.69519941    0.0110   3.07649   3.01189   4378.23    632.23   3.2302087e+00   3.48438e+19   1.26378e+15   9.87835e+17   6.56425e+18
G   0.7000   700.0  15.69519941    0.0120   3.04912   2.98651   3953.59    533.44   3.2375593e+00   1.73690e+19   1.26311e+15   4.92417e+17   3.27215e+18
G   0.7000   700.0  15.69519941    0.0150   3.01410   2.95387   3469.14    420.18   3.2471060e+00   6.54550e+18   1.26109e+15   1.85567e+17   1.23311e+18
G   0.7000   700.0  15.69519941    0.0200   2.98944   2.93082   3163.66    348.39   3.2539123e+00   3.04769e+18   1.25772e+15   8.64032e+16   5.74157e+17
G   0.7000   700.0  15.69519941    0.0300   2.96678   2.90958   2905.45    287.45   3.2602275e+00   1.39311e+18   1.25103e+15   3.94952e+16   2.62449e+17
G   0.7000   700.0  15.69519941    0.0500   2.94633   2.89035   2688.55    236.04   3.2659879e+00   6.25518e+17   1.23778e+15   1.77337e+16   1.17842e+17
G   0.7000   700.0  15.69519941    0.1000   2.92555   2.87072   2469.79    183.86   3.2719029e+00   2.27161e+17   1.20520e+15   6.44011e+15   4.27951e+16
G   0.7000   700.0  15.69519941    0.2000   2.91093   2.85677   2302.07    143.42   3.2761367e+00   8.30267e+16   1.14302e+15   2.35384e+15   1.56415e+16
G   0.7000   700.0  15.69519941    0.5000   2.89758   2.84401   2141.57     97.73   3.2800287e+00   1.77155e+16   9.77109e+14   5.02241e+14   3.33743e+15
G   0.7000   700.0  15.69519941    1.0000   2.89282   2.83946   2092.14     68.33   3.2814173e+00   4.27692e+15   7.60582e+14   1.21252e+14   8.05733e+14
G   0.7000   700.0  15.69519941    2.0000   2.89157   2.83826   2077.47     45.04   3.2817845e+00   5.63508e+14   4.94482e+14   1.59757e+13   1.06160e+14
G   0.7000   700.0  15.69519941    5.0000   2.89122   2.83793   2075.29     35.97   3.2818900e+00   2.11915e+14   2.97357e+14   6.00788e+12   3.99229e+13
G   0.7000   700.0  15.69519941   10.0000   2.89122   2.83793   2075.18     35.24   3.2818900e+00   1.41277e+14   2.80596e+14   4.00526e+12   2.66153e+13
G   0.7000   700.0  15.69519941   20.0000   2.89122   2.83793   2074.96     33.80   3.2818900e+00   5.10010e+06   2.47074e+14   1.44590e+05   9.60811e+05
G   0.7000   700.0  15.69519941  5.73e+04   2.78580   2.73251   2074.77      0.00   3.2818900e+00   0.00000e+00   1.49425e+10   0.00000e+00   0.00000e+00

G   0.7000   700.0  20.00000000    0.0100   3.31027   3.24758   6563.86   1173.66   3.2700300e+00   0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00
G   0.7000   700.0  20.00000000    0.0101   3.28014   3.21998   5843.90   1003.27   3.2774493e+00   2.60966e+20   1.61118e+15   7.19206e+18   3.88650e+19
G   0.7000   700.0  20.00000000    0.0105   3.23114   3.17475   4830.66    762.16   3.2897381e+00   8.45284e+19   1.61083e+15   2.32955e+18   1.25886e+19
G   0.7000   700.0  20.00000000    0.0110   3.20557   3.15098   4370.78    652.13   3.2962588e+00   4.46434e+19   1.61041e+15   1.23035e+18   6.64864e+18
G   0.7000   700.0  20.00000000    0.0120   3.17947   3.12654   3943.86    549.55   3.3030242e+00   2.21751e+19   1.60954e+15   6.11133e+17   3.30249e+18
G   0.7000   700.0  20.00000000    0.0150   3.14644   3.09533   3460.63    432.84   3.3117372e+00   8.37045e+18   1.60697e+15   2.30685e+17   1.24659e+18
G   0.7000   700.0  20.00000000    0.0200   3.12316   3.07327   3155.61    358.81   3.3179536e+00   3.89952e+18   1.60268e+15   1.07469e+17   5.80747e+17
G   0.7000   700.0  20.00000000    0.0300   3.10174   3.05292   2897.48    295.92   3.3237249e+00   1.78155e+18   1.59416e+15   4.90985e+16   2.65322e+17
G   0.7000   700.0  20.00000000    0.0500   3.08240   3.03451   2680.83    242.92   3.3289777e+00   7.99830e+17   1.57727e+15   2.20428e+16   1.19117e+17
G   0.7000   700.0  20.00000000    0.1000   3.06263   3.01563   2466.85    190.03   3.3343994e+00   2.96018e+17   1.53575e+15   8.15808e+15   4.40852e+16
G   0.7000   700.0  20.00000000    0.2000   3.04866   3.00215   2300.54    147.57   3.3382899e+00   1.06328e+17   1.45655e+15   2.93034e+15   1.58352e+16
G   0.7000   700.0  20.00000000    0.5000   3.03554   2.98946   2154.47    105.91   3.3419684e+00   2.79689e+16   1.24412e+15   7.70807e+14   4.16535e+15
G   0.7000   700.0  20.00000000    1.0000   3.03065   2.98474   2093.59     70.04   3.3433399e+00   5.46061e+15   9.61413e+14   1.50491e+14   8.13237e+14
G   0.7000   700.0  20.00000000    2.0000   3.02947   2.98359   2079.66     46.28   3.3436733e+00   1.33942e+15   7.36291e+14   3.69136e+13   1.99477e+14
G   0.7000   700.0  20.00000000    5.0000   3.02938   2.98351   2079.04     40.24   3.3436961e+00   1.11618e+15   7.29410e+14   3.07614e+13   1.66231e+14
G   0.7000   700.0  20.00000000   10.0000   3.02925   2.98338   2078.00     30.16   3.3437341e+00   7.44122e+14   7.17941e+14   2.05076e+13   1.10820e+14
G   0.7000   700.0  20.00000000   20.0000   3.02897   2.98312   2075.93     10.01   3.3438100e+00   2.66396e+07   6.95003e+14   7.34171e+05   3.96737e+06
G   0.7000   700.0  20.00000000  7.57e+04   2.91672   2.87087   2077.02      0.00   3.3438100e+00   0.00000e+00   1.90408e+10   0.00000e+00   0.00000e+00

G   0.8000   500.0   0.20000000    0.0100   4.24325   2.32612   6563.86    598.61   1.5598900e+00   0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00
G   0.8000   500.0   0.20000000    0.0101   3.61320   2.05046   5147.68    411.15   1.6694487e+00   3.30763e+18   1.07412e+13   4.44077e+16   1.70979e+17
G   0.8000   500.0   0.20000000    0.0105   3.13948   1.83043   4239.85    291.98   1.7680479e+00   6.71211e+17   1.07389e+13   9.01156e+15   3.46964e+16
G   0.8000   500.0   0.20000000    0.0110   2.94930   1.73980   3914.85    249.73   1.8121509e+00   3.24679e+17   1.07361e+13   4.35909e+15   1.67834e+16
G   0.8000   500.0   0.20000000    0.0120   2.76797   1.65256   3626.23    212.49   1.8568379e+00   1.53677e+17   1.07303e+13   2.06324e+15   7.94392e+15
G   0.8000   500.0   0.20000000    0.0150   2.55344   1.54619   3227.72    169.83   1.9146342e+00   5.47242e+16   1.07131e+13   7.34718e+14   2.82882e+15
G   0.8000   500.0   0.20000000    0.0200   2.40874   1.47400   2962.88    142.93   1.9561560e+00   2.49717e+16   1.06846e+13   3.35266e+14   1.29084e+15
G   0.8000   500.0   0.20000000    0.0300   2.27616   1.40836   2738.87    119.87   1.9957293e+00   1.12838e+16   1.06277e+13   1.51494e+14   5.83285e+14
G   0.8000   500.0   0.20000000    0.0500   2.16521   1.35454   2486.60     95.69   2.0295688e+00   4.23164e+15   1.05145e+13   5.68133e+13   2.18743e+14
G   0.8000   500.0   0.20000000    0.1000   2.06719   1.30637   2255.32     74.93   2.0610261e+00   1.47462e+15   1.02379e+13   1.97980e+13   7.62265e+13
G   0.8000   500.0   0.20000000    0.2000   1.99451   1.27051   2081.54     60.27   2.0852026e+00   5.79473e+14   9.70724e+12   7.77990e+12   2.99543e+13
G   0.8000   500.0   0.20000000    0.5000   1.91987   1.23378   1900.13     45.63   2.1106857e+00   1.75094e+14   8.27667e+12   2.35078e+12   9.05099e+12
G   0.8000   500.0   0.20000000    1.0000   1.87594   1.21231   1795.36     36.72   2.1259306e+00   6.84973e+13   6.35452e+12   9.19633e+11   3.54078e+12
G   0.8000   500.0   0.20000000    2.0000   1.84250   1.19606   1717.15     29.04   2.1376463e+00   2.55010e+13   3.75923e+12   3.42373e+11   1.31821e+12
G   0.8000   500.0   0.20000000    5.0000   1.81658   1.18354   1655.64     19.29   2.1467901e+00   5.24239e+12   8.22944e+11   7.03835e+10   2.70991e+11
G   0.8000   500.0   0.20000000   10.0000   1.80975   1.18024   1640.08     11.80   2.1492095e+00   1.02387e+12   1.24821e+11   1.37462e+10   5.29259e+10
G   0.8000   500.0   0.20000000   20.0000   1.80814   1.17947   1636.42     10.00   2.1497800e+00   3.81320e+04   1.06023e+10   5.11954e+02   1.97113e+03
G   0.8000   500.0   0.20000000  7.83e+02   1.71750   1.08882   1628.70      0.00   2.1497800e+00   0.00000e+00   1.26939e+08   0.00000e+00   0.00000e+00

G   0.8000   500.0   0.25485500    0.0100   4.01048   2.29756   6563.86    619.53   1.6758800e+00   0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00
G   0.8000   500.0   0.25485500    0.0101   3.46601   2.06022   5221.72    438.00   1.7705903e+00   4.28331e+18   1.36873e+13   5.78565e+16   2.37852e+17
G   0.8000   500.0   0.25485500    0.0105   3.02280   1.85464   4282.94    311.81   1.8619005e+00   8.92505e+17   1.36843e+13   1.20554e+16   4.95608e+16
G   0.8000   500.0   0.25485500    0.0110   2.84397   1.76921   3944.96    266.72   1.9028620e+00   4.35102e+17   1.36807e+13   5.87711e+15   2.41612e+16
G   0.8000   500.0   0.25485500    0.0120   2.67279   1.68643   3643.65    226.78   1.9444718e+00   2.06725e+17   1.36734e+13   2.79232e+15   1.14794e+16
G   0.8000   500.0   0.25485500    0.0150   2.46719   1.58466   3263.53    181.56   1.9985427e+00   7.47939e+16   1.36515e+13   1.01027e+15   4.15330e+15
G   0.8000   500.0   0.25485500    0.0200   2.32929   1.51496   2988.60    152.58   2.0376163e+00   3.41212e+16   1.36151e+13   4.60889e+14   1.89475e+15
