# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Dec  8 19:54:38 2023
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
# CONSTRAINT:  order by pl_rade asc
#
# COLUMN pl_name:        Planet Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_masseerr1:   Planet Mass [Earth Mass] Upper Unc.
# COLUMN pl_masseerr2:   Planet Mass [Earth Mass] Lower Unc.
#
pl_name	default_flag	pl_rade	pl_radeerr1	pl_radeerr2	pl_masse	pl_masseerr1	pl_masseerr2
Kepler-1321 b	1	4.920	0.600	-0.610			
Kepler-229 c	1	4.920	1.740	-1.740			
Kepler-257 d	1	4.950	2.480	-2.480			
NGTS-14 A b	1	4.977	0.336	-0.336	29.24036	3.81396	-3.81396
CoRoT-24 c	1	5.000	0.500	-0.500	28.00000	11.00000	-11.00000
K2-33 b	1	5.040	0.340	-0.370	1175.97100		
TOI-1728 b	1	5.050	0.160	-0.170	26.78000	5.43000	-5.13000
TOI-421 c	1	5.090	0.160	-0.150	16.42000	1.06000	-1.04000
K2-398 c	1	5.098	0.154	-0.146			
Kepler-1314 b	1	5.110	0.190	-0.190			
Kepler-818 b	1	5.110	0.790	-0.430			
Kepler-678 b	1	5.140	0.660	-0.350			
TOI-3785 b	1	5.140	0.160	-0.160	14.95000	4.10000	-3.92000
K2-98 b	1	5.200	0.190	-0.190			
Kepler-562 b	1	5.210	0.640	-0.400			
Kepler-25 c	1	5.217	0.070	-0.065	15.20000	1.30000	-1.60000
TOI-5238 b	1	5.220					
Kepler-418 c	1	5.221					
Kepler-495 b	1	5.230	0.420	-0.340			
Kepler-841 b	1	5.230	0.410	-0.360			
Kepler-223 d	1	5.240	0.260	-0.450	8.00000	1.50000	-1.30000
TOI-1288 b	1	5.240	0.090	-0.090	42.00000	3.00000	-3.00000
TOI-674 b	1	5.250	0.170	-0.170	23.60000	3.30000	-3.30000
TOI-672 b	1	5.260	0.083	-0.099			
Kepler-747 b	1	5.270	0.290	-0.280			
K2-32 b	1	5.299	0.191	-0.191	15.00000	1.80000	-1.70000
Kepler-31 c	1	5.300	1.100	-1.100	1493.70000		
Kepler-396 c	1	5.300	1.950	-0.990	17.90000	2.80000	-1.30000
Kepler-281 c	1	5.310	2.060	-2.060			
K2-108 b	1	5.330	0.210	-0.210			
K2-403 b	1	5.333	0.357	-0.387			
Kepler-82 c	1	5.340	0.320	-0.130	13.90000	1.30000	-1.20000
TOI-1710 b	1	5.340	0.110	-0.110	28.30000	4.70000	-4.70000
Kepler-33 d	1	5.350	0.490	-0.490			
TOI-5174 b	1	5.351					
Kepler-677 b	1	5.380	1.170	-0.420			
Kepler-1737 b	1	5.395					
K2-24 b	1	5.400	0.200	-0.200	19.00000	2.20000	-2.10000
Kepler-328 c	1	5.400	2.240	-0.540	39.40000	13.60000	-12.60000
Kepler-257 c	1	5.410	2.720	-2.720			
KOI-1783.02	1	5.440	0.520	-0.300	15.00000	4.30000	-3.60000
TOI-1694 b	1	5.440	0.180	-0.180	26.10000	2.20000	-2.20000
Kepler-103 c	1	5.450	0.180	-0.180	38.00000	17.00000	-16.00000
Kepler-18 c	1	5.490	0.260	-0.260	17.30000	1.90000	-1.90000
KIC 10525077 b	1	5.500	0.900	-0.800			
Kepler-31 b	1	5.500	1.100	-1.100			
Kepler-957 b	1	5.500	0.290	-0.320			
Kepler-460 c	1	5.520	2.070	-0.730			
K2-353 b	1	5.550	0.220	-0.200			
Kepler-951 b	1	5.590	0.240	-0.260			
V1298 Tau c	1	5.590	0.360	-0.320			
Kepler-238 e	1	5.600	2.370	-0.460	169.70000	71.70000	-69.10000
Kepler-827 b	1	5.630	0.700	-0.460			
K2-334 b	1	5.650	0.360	-0.280			
DS Tuc A b	1	5.700	0.170	-0.170			
Kepler-1624 b	1	5.700	0.390	-0.460			
WASP-156 b	1	5.717	0.224	-0.224	40.68224	3.17830	-2.86047
Kepler-516 b	1	5.740	1.430	-1.160			
EPIC 211945201 b	1	5.760	0.300	-0.300			
Kepler-101 b	1	5.770	0.850	-0.790	51.10000	5.10000	-4.70000
Kepler-1520 b	1	5.770	0.220	-0.300			
TOI-532 b	1	5.820	0.190	-0.190	61.50000	9.70000	-9.30000
HD 152843 c	1	5.830	0.140	-0.140	27.50000		
Kepler-122 c	1	5.870	1.160	-1.160			
Kepler-1755 b	1	5.917					
Kepler-943 b	1	5.930	0.790	-0.530			
TOI-4010 c	1	5.930	0.110	-0.120	20.31000	2.13000	-2.11000
Kepler-281 d	1	5.937					
Kepler-690 b	1	5.950	1.830	-0.750			
Kepler-700 b	1	5.990	0.910	-0.500			
TOI-3884 b	1	6.000	0.180	-0.180	16.50000	3.50000	-1.80000
Kepler-1750 b	1	6.004					
Kepler-497 b	1	6.040	1.580	-0.660			
K2-399 b	1	6.049	1.047	-0.481			
Kepler-1625 b	1	6.060	0.870	-0.530			
TOI-2498 b	1	6.060	0.290	-0.270	34.62000	4.10000	-4.09000
Kepler-820 b	1	6.090	2.680	-0.890			
Kepler-63 b	1	6.110	0.200	-0.200	120.00000		
K2-161 b	1	6.117	1.633	-0.783			
Kepler-450 b	1	6.140	0.330	-0.330			
Kepler-696 b	1	6.140	1.630	-0.700			
Kepler-87 c	1	6.140	0.290	-0.290	6.40000	0.80000	-0.80000
K2-333 b	1	6.180	0.280	-0.250			
Kepler-397 c	1	6.180	0.560	-0.560			
PH1 b	1	6.180	0.170	-0.170	169.00000		
TOI-4010 d	1	6.180	0.140	-0.150	38.15000	3.27000	-3.22000
Kepler-453 b	1	6.204	0.039	-0.039	16.00000		
K2-39 b	1	6.277	1.681	-1.681	28.60470	15.89150	-15.89150
Kepler-1004 b	1	6.280	0.780	-0.440			
HATS-7 b	1	6.311	0.516	-0.381	38.13960	3.81396	-3.81396
Kepler-511 b	1	6.350	1.400	-1.020			
CoRoTID 223977153 b	1	6.389	0.673	-0.560	47.67450	31.78300	-31.78300
CoRoT-8 b	1	6.390	0.220	-0.220	69.92000	9.53000	-9.53000
KIC 5437945 b	1	6.400	1.600	-1.600			
Kepler-891 b	1	6.410	1.460	-0.600			
V1298 Tau d	1	6.410	0.450	-0.400			
Kepler-1628 b	1	6.430	0.940	-0.510			
Kepler-603 c	1	6.500	1.480	-0.620			
Kepler-56 b	1	6.510	0.290	-0.280	22.10000	3.90000	-3.60000
Kepler-297 c	1	6.540	1.180	-1.180			
Kepler-673 b	1	6.540	0.530	-0.480			
KOI-94 e	1	6.560	0.620	-0.620	35.00000	18.00000	-28.00000
KIC 5951458 b	1	6.600	26.300	-4.200			
Kepler-767 b	1	6.640	0.860	-0.550			
K2-45 b	1	6.710	0.000	0.000			
TOI-813 b	1	6.710	0.380	-0.380			
HATS-37 A b	1	6.793	0.179	-0.179	31.46517	13.34886	-13.34886
Kepler-857 b	1	6.800	1.700	-0.680			
TOI-4600 b	1	6.800	0.310	-0.300	959.84179		
Kepler-1984 b	1	6.810	0.750	-0.900			
TOI-1338 b	1	6.850	0.190	-0.190	33.00000	20.30000	-19.60000
Kepler-799 b	1	6.880	0.850	-0.570			
HATS-38 b	1	6.882	0.191	-0.191	23.51942	3.49613	-3.49613
KIC 3558849 b	1	6.900	1.000	-0.900			
Kepler-522 b	1	6.910	1.500	-1.210			
TOI-181 b	1	6.956	0.087	-0.101	46.16870	2.71000	-7.83000
Kepler-561 b	1	6.960	1.210	-0.610			
Kepler-18 d	1	6.980	0.330	-0.330	16.40000	1.40000	-1.40000
K2-141 c	1	7.000	4.600	-2.800	8.00000		
K2-19 b	1	7.000	0.200	-0.200	32.40000	1.70000	-1.70000
Kepler-546 b	1	7.000	1.930	-0.770			
Kepler-47 d	1	7.040	0.660	-0.490	19.02000	23.84000	-11.67000
Kepler-1519 b	1	7.060	0.810	-0.540			
HAT-P-26 b	1	7.062	0.448	-0.448	22.24810	6.35660	-6.35660
WASP-166 b	1	7.062	0.336	-0.336	32.10083	1.58915	-1.58915
Kepler-51 b	1	7.100	0.300	-0.300	2.10000	1.50000	-0.80000
Kepler-494 b	1	7.140	1.320	-1.000			
Kepler-849 b	1	7.140	1.490	-1.370			
Kepler-79 d	1	7.160	0.130	-0.160	6.00000	2.10000	-1.60000
TOI-257 b	1	7.163	0.146	-0.146	43.86032	7.31005	-7.31005
Kepler-1085 b	1	7.220	1.770	-0.740			
TOI-2134 c	1	7.270	0.420	-0.420	41.89000	7.69000	-7.83000
K2-271 b	1	7.280	0.230	-0.230			
Kepler-111 c	1	7.300	0.910	-0.910			
K2-387 b	1	7.322	0.268	-0.264			
Kepler-682 b	1	7.370	0.770	-0.500			
HD 89345 b	1	7.398	0.314	-0.336	34.96130	5.40311	-5.72094
K2-24 c	1	7.500	0.300	-0.300	15.40000	1.90000	-1.80000
K2-280 b	1	7.500	0.440	-0.440	37.10000	5.60000	-5.60000
K2-121 b	1	7.520	0.220	-0.180			
K2-11 b	1	7.550	9.330	-9.330			
K2-87 b	1	7.600	0.400	-0.400			
Kepler-952 b	1	7.650	1.650	-0.750			
K2-60 b	1	7.656	0.415	-0.415	135.39558	11.75971	-11.75971
Kepler-118 c	1	7.680	3.430	-3.430			
Kepler-489 b	1	7.720	0.170	-0.200			
HATS-12 b	1	7.760	0.470	-0.470			
TOI-3984 A b	1	7.900	0.240	-0.240	44.00000	8.70000	-8.00000
Kepler-1487 c	1	7.970	1.390	-2.770			
TOI-216.02	1	8.000	3.000	-2.000	18.75188	0.63566	-0.63566
Kepler-117 b	1	8.059	0.269	-0.269	29.87500	10.48800	-10.48800
Kepler-9 c	1	8.080	0.540	-0.410	29.90000	1.10000	-1.30000
HATS-72 b	1	8.097	0.036	-0.036	39.85588	1.23954	-1.23954
KOI-351 g	1	8.100	0.800	-0.800			
TOI-2000 c	1	8.140	0.310	-0.300	81.70000	4.70000	-4.60000
Kepler-35 b	1	8.160	0.157	-0.157	40.36300	6.35600	-6.35600
K2-281 b	1	8.180	0.210	-0.210			
Kepler-108 c	1	8.180	0.510	-0.510			
Kepler-703 b	1	8.200	3.710	-1.390			
Kepler-9 b	1	8.290	0.540	-0.430	43.40000	1.60000	-2.00000
HD 149026 b	1	8.295	0.224	-0.224	120.77540	19.06980	-19.06980
TOI-3629 b	1	8.295	0.224	-0.224	82.63539	6.35657	-6.35657
Kepler-855 b	1	8.350	1.700	-0.810			
K2-127 b	1	8.370	0.330	-0.330			
Kepler-539 b	1	8.373	0.191	-0.191	308.29510	92.17070	-92.17070
GJ 414 A c	1	8.400	3.600	-2.500			
Kepler-628 b	1	8.400	1.630	-1.410			
Kepler-720 b	1	8.410	1.610	-0.800			
Kepler-16 b	1	8.449	0.029	-0.029	105.83300	5.08500	-5.08500
TOI-4860 b	1	8.474	0.269	-0.269	212.94503	44.49598	-44.49598
WASP-148 b	1	8.474	0.146	-0.191	91.21675	6.99222	-5.08525
Kepler-719 b	1	8.520	1.830	-0.900			
Kepler-34 b	1	8.564	0.135	-0.157	69.92000	3.49600	-3.17800
HATS-49 b	1	8.575	0.146	-0.146	112.19399	12.07754	-8.58141
Kepler-1513 b	1	8.594	0.036	-0.022	48.30992	33.05415	-19.38753
TOI-1194 b	1	8.597	0.504	-0.460	144.92975	17.48056	-16.20925
TOI-2364 b	1	8.608	0.258	-0.202	71.51139	13.66662	-15.57359
TOI-837 b	1	8.631	1.009	-1.009			
WASP-29 b	1	8.631	0.785	-0.785	73.10090	15.89150	-15.89150
Kepler-108 b	1	8.650	0.480	-0.480			
K2-329 b	1	8.676	0.291	-0.269	82.63580	6.35660	-6.99226
TOI-2525 b	1	8.676	0.112	-0.112	26.69759	1.58914	-1.58914
Kepler-148 d	1	8.680	0.520	-0.420			
WASP-59 b	1	8.687	0.762	-0.762	274.27600	14.30200	-14.30200
HATS-17 b	1	8.709	0.628	-0.628	425.25654	20.65895	-20.65895
Kepler-177 c	1	8.730	0.360	-0.340	14.70000	2.70000	-2.50000
V1298 Tau e	1	8.740	0.840	-0.720			
Kepler-30 d	1	8.800	0.500	-0.500	23.10000	2.70000	-2.70000
KOI-1783.01	1	8.860	0.250	-0.240	71.00000	11.20000	-9.20000
Kepler-890 b	1	8.890	2.860	-1.060			
Kepler-491 b	1	8.920	0.800	-0.510			
Kepler-1746 b	1	8.935					
HATS-48 A b	1	8.967	0.168	-0.168	77.23269	6.99226	-9.53490
WASP-139 b	1	8.967	0.560	-0.560	37.18611	5.40311	-5.40311
Kepler-950 b	1	8.980	1.560	-0.830			
Kepler-51 c	1	9.000	2.800	-1.700	4.00000	0.40000	-0.40000
Kepler-817 b	1	9.030	2.060	-1.130			
Kepler-46 b	1	9.057	0.471	-0.482	1907.00000		
SWEEPS-4 b	1	9.079	1.121	-1.121	1207.70000		
TOI-199 b	1	9.079	0.056	-0.056	54.03083	6.35657	-6.35657
K2-289 b	1	9.100	0.300	-0.300			
TOI-1268 b	1	9.100	0.600	-0.600	96.40000	8.20000	-8.30000
K2-139 b	1	9.110	0.170	-0.170			
NGTS-11 b	1	9.158	0.314	-0.359	109.33352	29.24036	-23.20159
HD 221416 b	1	9.170	0.340	-0.310	60.50000	5.70000	-5.70000
Kepler-702 b	1	9.170	0.840	-0.580			
Kepler-1654 b	1	9.180	0.213	-0.191	158.91500		
Kepler-695 b	1	9.210	0.710	-0.560			
Kepler-1981 b	1	9.230	1.760	-4.100			
TOI-622 b	1	9.236	0.314	-0.325	96.30201	21.93016	-22.88365
HAT-P-38 b	1	9.247	1.031	-0.706	84.85700	6.35600	-6.35600
Kepler-856 b	1	9.300	1.250	-0.600			
TOI-530 b	1	9.303	0.673	-0.673	127.13136	28.60456	-31.78284
TOI-4600 c	1	9.420	0.420	-0.410	2946.26933		
TOI-1298 b	1	9.427	0.235	-0.235	113.14691	10.17051	-10.17051
K2-287 b	1	9.494	0.146	-0.146	100.11645	8.58141	-8.58141
K2-261 b	1	9.528	0.392	-0.381	59.75174	7.94571	-7.94571
WASP-144 b	1	9.528	0.560	-0.560	139.84520	19.06980	-19.06980
WASP-182 b	1	9.528	0.336	-0.336	47.03884	3.49613	-3.49613
Kepler-1515 b	1	9.550	0.770	-0.640			
TOI-954 b	1	9.550	0.594	-0.695	55.30242	5.72094	-5.40311
TOI-1227 b	1	9.572	0.751	-0.583			
Kepler-1311 d	1	9.658					
Kepler-714 b	1	9.670	2.490	-1.010			
Kepler-51 d	1	9.700	0.500	-0.500	7.60000	1.10000	-1.10000
HAT-P-20 b	1	9.718	0.370	-0.370	2302.89900	59.43200	-59.43200
HD 332231 b	1	9.718	0.303	-0.280	77.55052	6.67443	-6.67443
TOI-1859 b	1	9.752	0.785	-0.785			
Kepler-1517 b	1	9.760	2.790	-1.930			
Kepler-688 b	1	9.760	1.760	-0.970			
HATS-8 b	1	9.785	1.379	-0.841	43.86054	6.03877	-6.03877
Kepler-56 c	1	9.800	0.460	-0.460	181.00000	21.00000	-19.00000
WASP-60 b	1	9.864	1.345	-1.345	174.80650	60.38770	-60.38770
HATS-75 b	1	9.909	0.146	-0.146	156.05375	12.39531	-12.39531
K2-308 b	1	9.916	0.985	-0.985			
CoRoT-13 b	1	9.920	0.157	-0.157	415.70400	20.97600	-20.97600
Kepler-1708 b	1	9.960	0.600	-0.590	1462.01067		
Lupus-TR-3 b	1	9.976	0.785	-0.785	257.43100	57.20700	-57.20700
WASP-130 b	1	9.976	0.336	-0.336	390.93090	12.71320	-12.71320
Kepler-424 b	1	9.980	0.900	-0.670	327.35000	41.32000	-41.32000
WASP-132 b	1	10.050	0.340	-0.340			
K2-295 b	1	10.054	0.123	-0.056	106.47305	19.70546	-19.70546
HIP 67522 b	1	10.070	0.470	-0.470			
HAT-P-61 b	1	10.077	0.303	-0.303	335.94463	22.24799	-22.24799
CoRoT-29 b	1	10.088	1.793	-1.793	270.15550	63.56600	-63.56600
TOI-2337 b	1	10.088	1.121	-1.121	508.52545	47.67426	-47.67426
WASP-145 A b	1	10.088	4.484	-4.484	282.86870	12.71320	-12.71320
TOI-216.01	1	10.100	0.200	-0.200	177.98391	6.35657	-6.35657
PH2 b	1	10.120	0.560	-0.560			
HATS-46 b	1	10.122	0.650	-0.504	54.98459	19.70546	-19.70546
TOI-2525 c	1	10.133	0.112	-0.112	208.81326	9.85268	-10.17051
Kepler-167 e	1	10.160	0.420	-0.420	321.00669	50.85255	-47.67426
Kepler-643 b	1	10.160	0.350	-0.270			
Kepler-693 b	1	10.180	0.500	-0.770			
HATS-5 b	1	10.223	0.280	-0.280	75.32300	3.81400	-3.91400
Kepler-816 b	1	10.240	0.680	-0.540			
V1298 Tau b	1	10.270	0.580	-0.530			
TOI-5398 b	1	10.300	0.400	-0.400	58.70000	5.70000	-5.60000
TOI-2421 b	1	10.368	0.392	-0.381	105.83686	25.10844	-25.10844
WD 1856+534 b	1	10.400	1.000	-1.000	4386.05400		
Kepler-807 b	1	10.420	2.000	-1.070			
WASP-129 b	1	10.424	0.336	-0.336	317.83000	31.78300	-31.78300
WASP-43 b	1	10.424	0.785	-1.009	565.71400	31.78200	-31.78200
K2-114 b	1	10.447	0.347	-0.347	638.83510	38.13941	-38.13941
WISEP J121756.91+162640.2 A b	1	10.468	0.327	-0.327	6992.00000	636.00000	-636.00000
HAT-P-3 b	1	10.536	0.785	-0.785	206.58950	34.96130	-34.96130
TOI-4582 b	1	10.536	1.009	-1.345	168.44906	15.89142	-15.89142
WASP-56 b	1	10.536	1.009	-1.009	143.02350	28.60470	-28.60470
KOI-1257 b	1	10.540	1.350	-1.350	460.83000	111.24000	-111.24000
POTS-1 b	1	10.548	0.404	-0.527	734.16000	244.72000	-244.72000
Kepler-685 b	1	10.580	3.060	-1.190			
HAT-P-54 b	1	10.581	0.314	-0.314	241.55080	10.17056	-10.17056
HATS-69 b	1	10.593	0.247	-0.247	183.38791		
TOI-5344 b	1	10.604	0.235	-0.235	130.94530	12.71314	-12.71314
WASP-45 b	1	10.604	0.650	-0.572	306.38812	18.43414	-17.79848
K2-97 b	1	10.610	0.950	-0.950			
Kepler-725 b	1	10.630	0.850	-0.590			
HATS-22 b	1	10.682	0.538	-0.325	870.85420	34.96130	-34.96130
Kepler-975 c	1	10.690	6.940	-6.300			
CoRoT-28 b	1	10.705	0.740	-0.740	153.82972	27.65121	-27.65121
WASP-84 b	1	10.720	0.270	-0.270	220.00000	18.00000	-18.00000
HAT-P-12 b	1	10.749	0.325	-0.235	67.05900	3.81400	-3.81400
Kepler-15 b	1	10.760	0.670	-0.780	209.76000	25.43000	-28.60000
Kepler-45 b	1	10.760	1.230	-1.230	160.49700	28.60400	-28.60400
Kepler-74 b	1	10.760	0.220	-0.220	200.22000	38.14000	-38.14000
Kepler-77 b	1	10.761	0.179	-0.179	136.66100	10.17000	-10.17000
TOI-2158 b	1	10.761	0.135	-0.135	260.61929	25.42627	-25.42627
WASP-105 b	1	10.761	0.336	-0.336	572.09400	31.78300	-31.78300
WASP-32 b	1	10.761	1.681	-1.681	835.89290	260.62060	-260.62060
WASP-23 b	1	10.783	0.527	-0.628	280.95000	27.96800	-31.46400
Kepler-419 b	1	10.800	1.400	-1.300	794.50000	95.30000	-95.30000
TOI-172 b	1	10.817	0.359	-0.325	1722.63860	69.92260	-63.56600
HATS-10 b	1	10.862	0.684	-0.504	167.17858	25.74423	-25.74423
CoRoT-10 b	1	10.870	0.780	-0.780	874.00000	50.85000	-50.85000
TOI-2567 b	1	10.929	0.347	-0.325	63.88351	10.80617	-9.85268
Kepler-425 b	1	10.962	0.247	-0.247	79.45000	25.43000	-25.43000
WASP-171 b	1	10.985	0.785	-0.448	344.52772	29.87602	-29.87602
TOI-1670 c	1	11.063	0.280	-0.280	200.23190	28.60456	-25.42627
KOI-3680 b	1	11.097	0.673	-0.785	613.41190	60.38770	-66.74430
TOI-481 b	1	11.097	0.112	-0.112	486.27990	9.53490	-9.53490
XO-2 N b	1	11.131	0.135	-0.135	179.89178	7.94575	-7.94575
TOI-1811 b	1	11.142	0.280	-0.258	308.92921	24.15496	-24.79062
TOI-2497 b	1	11.142	0.616	-0.549	1531.93292	130.30965	-130.30965
HAT-P-18 b	1	11.153	0.583	-0.583	62.61000	4.13200	-4.13200
TOI-2207 b	1	11.153	0.314	-0.303	203.41018	31.78284	-38.13941
HATS-6 b	1	11.187	0.213	-0.213	101.38777	22.24810	-22.24810
WASP-157 b	1	11.190	0.280	-0.280			
WASP-80 b	1	11.198	0.336	-0.347	170.99254	11.12405	-11.44188
Kepler-553 c	1	11.200	0.320	-0.310			
HD 114082 b	1	11.209	0.336	-0.336	2542.62726	317.82841	-317.82841
K2-232 b	1	11.209	0.247	-0.224	126.49634	11.75971	-11.75971
TIC 279401253 b	1	11.209	0.448	-0.448	1951.46642	123.95308	-133.48793
TOI-2338 b	1	11.209	0.224	-0.224	1900.61387	66.74397	-63.56568
TOI-4406 b	1	11.209	0.224	-0.224	95.34852	9.53485	-9.53485
WASP-162 b	1	11.209	0.560	-0.560	1652.71600	63.56600	-63.56600
WASP-34 b	1	11.209	0.897	-0.897	177.98480	54.03110	-54.03110
TIC 172900988 b	1	11.250	0.440	-0.440	942.00000	5.60000	-5.60000
KOI-94 d	1	11.270	1.060	-1.060	106.00000	11.00000	-11.00000
K2-290 c	1	11.276	0.560	-0.560	246.00042	14.93801	-14.93801
CoRoT-27 b	1	11.287	0.493	-0.493	3302.11000	174.80000	-174.80000
TOI-201 b	1	11.299	0.135	-0.168	133.48860	15.89150	-9.53490
KOI-351 h	1	11.300	1.000	-1.000			
CoRoT-30 b	1	11.310	0.852	-0.852	921.70700	69.92260	-69.92260
HAT-P-52 b	1	11.310	0.807	-0.807	259.98494	9.21707	-9.21707
Qatar-9 b	1	11.310	0.157	-0.157	378.21770	50.85280	-50.85280
TOI-5542 b	1	11.310	0.404	-0.392	419.53350	31.78284	-31.78284
CoRoT-3 b	1	11.320	0.780	-0.780	6883.91000	317.80000	-317.80000
TOI-2180 b	1	11.321	0.247	-0.213	875.61726	27.65107	-25.74410
TOI-2202 b	1	11.321	5.851	-0.897	310.83618	20.02319	-18.68831
TOI-3714 b	1	11.321	0.336	-0.336	222.47988	9.53485	-9.53485
HATS-54 b	1	11.377	0.269	-0.269	239.32479	18.11622	-18.11622
TOI-2184 b	1	11.400	0.572	-0.572	206.58846	50.85255	-50.85255
TOI-3235 b	1	11.400	0.493	-0.493	211.35589	7.94571	-7.94571
Kepler-487 b	1	11.420	0.690	-0.530			
OGLE-TR-111 b	1	11.422	0.291	-0.291			
CoRoT-17 b	1	11.430	0.780	-0.780	772.29000	95.34000	-95.34000
HAT-P-27 b	1	11.430	0.780	-0.670	197.05000	9.53000	-9.53000
HATS-4 b	1	11.433	0.415	-0.415	420.47100	8.89900	-8.89900
TOI-564 b	1	11.433	7.958	-3.251	464.98529	31.78300	-30.51168
WASP-106 b	1	11.433	3.363	-3.363	514.88460	298.76020	-298.76020
WASP-99 b	1	11.433	0.673	-0.673	772.32690	117.59710	-117.59710
TOI-1259 A b	1	11.456	0.336	-0.303	140.16233	15.57359	-14.93794
NGTS-25 b	1	11.467	0.392	-0.583	203.09235	18.43405	-16.52708
HATS-71 b	1	11.478	0.202	-0.202	117.59710	76.27920	-76.27920
HD 1397 b	1	11.500	0.280	-0.303	131.89945	6.35660	-6.35660
KPS-1 b	1	11.545	1.457	-1.345	346.43470	27.33338	-27.65121
TOI-519 b	1	11.545	0.336	-0.336	147.15455	26.06193	-27.96890
WASP-6 b	1	11.545	1.121	-1.121	117.59710	25.42640	-25.42640
WASP-91 b	1	11.545	0.448	-0.448	425.89220	25.42640	-25.42640
Wendelstein-1 b	1	11.561	0.068	-0.068	188.15536	52.44195	-41.00007
HATS-74 A b	1	11.568	0.235	-0.235	464.02947	44.49598	-44.49598
Kepler-289 c	1	11.590	0.190	-0.190	132.00000	17.00000	-17.00000
TOI-5205 b	1	11.600	0.300	-0.300	343.00000	18.00000	-17.00000
HATS-14 b	1	11.646	0.359	-0.247	340.39593	22.24810	-22.24810
K2-30 b	1	11.646	0.560	-0.572	184.02357	8.89924	-8.58141
Kepler-490 b	1	11.650	3.290	-1.380			
TOI-1842 b	1	11.657	0.673	-0.560	68.01528	12.71314	-12.07748
WASP-83 b	1	11.657	0.897	-0.560	95.34900	9.53490	-9.53490
WASP-89 b	1	11.657	0.448	-0.448	1875.19700	127.13200	-127.13200
TOI-4603 b	1	11.680	0.426	-0.392	4096.80817	184.34048	-181.16219
K2-99 b	1	11.730	0.420	-0.420			
NGTS-12 b	1	11.747	0.359	-0.359	66.10864	6.99226	-6.99226
HAT-P-17 b	1	11.769	0.448	-0.448	184.34140	19.06980	-19.06980
WASP-57 b	1	11.769	0.594	-0.594	204.68252	19.70546	-19.70546
CoRoT-23 b	1	11.770	1.460	-1.460	889.90000	95.30000	-95.30000
Kepler-75 b	1	11.770	0.340	-0.340	3209.90000	127.10000	-127.10000
HN Peg b	1	11.777	1.527	-0.654	6991.57000	2996.39000	-2996.39000
EPIC 246851721 b	1	11.781	0.493	-0.493	953.49000	349.61300	-381.39600
TOI-2010 b	1	11.814	0.303	-0.303	408.72733	17.48056	-18.11622
HATS-62 b	1	11.825	0.280	-0.280	56.89157		
TOI-4551 b	1	11.859	1.233	-0.695	473.56433	41.31769	-41.31769
Kepler-1647 b	1	11.874	0.138	-0.138	483.00000	206.00000	-206.00000
HAT-P-15 b	1	11.882	0.785	-0.785	616.59020	95.34900	-95.34900
K2-31 b	1	11.882	3.923	-3.923	563.83042	25.10857	-25.10857
TOI-1478 b	1	11.882	0.448	-0.437	270.47333	16.52716	-14.93801
TOI-5153 b	1	11.882	0.448	-0.448	1036.12061	57.20911	-54.03083
TOI-628 b	1	11.882	0.460	-0.381	2011.86390	92.17070	-98.52730
WASP-117 b	1	11.882	0.785	-0.785	95.34900	15.89150	-15.89150
TOI-1420 b	1	11.890	0.330	-0.330	25.10000	3.80000	-3.80000
TOI-2025 b	1	11.893	0.370	-0.347	1144.18227	104.88337	-104.88337
TOI-5293 A b	1	11.900	0.400	-0.400	170.40000	21.80000	-21.90000
Qatar-6 b	1	11.904	0.796	-0.796	212.31044	20.97678	-20.97678
CoRoT-9 b	1	11.949	0.841	-0.706	266.97720	15.89150	-15.89150
Kepler-1704 b	1	11.949	0.493	-0.471	1322.16617	92.17024	-88.99195
HATS-44 b	1	11.960	1.401	-0.796	177.98480	34.96130	-34.96130
TOI-2145 b	1	11.982	0.325	-0.314	1671.77742	120.77479	-117.59651
Kepler-548 b	1	11.990	2.190	-1.100			
WASP-21 b	1	11.990	0.560	-0.560	95.34500	3.49600	-3.49600
HD 80606 b	1	11.994	0.336	-0.336	1392.09540	235.19420	-235.19420
Kepler-1658 b	1	11.994	0.560	-0.560	1868.84040	149.38010	-146.20180
NGTS-20 b	1	11.994	0.448	-0.448	947.12865	50.85255	-47.67426
NGTS-9 b	1	11.994	0.673	-0.673	921.70700	54.03110	-54.03110
TOI-892 b	1	11.994	0.224	-0.224	301.93850	22.24810	-22.24810
WASP-150 b	1	11.994	0.269	-0.280	2688.84180	88.99240	-63.56600
WASP-158 b	1	11.994	1.681	-1.681	886.74570	73.10090	-73.10090
WASP-25 b	1	11.994	1.121	-1.121	139.84520	31.78300	-31.78300
TOI-3757 b	1	12.000	0.400	-0.500	85.30000	8.80000	-8.70000
HAT-P-68 b	1	12.016	0.135	-0.135	230.10892	13.66669	-13.66669
HAT-P-62 b	1	12.027	0.325	-0.325	241.86742	27.96890	-27.96890
WASP-53 b	1	12.038	0.415	-0.415	677.61356	29.24036	-29.87602
